Entity,Code,Year,Dementia,Cardiovascular diseases,Kidney disease,Respiratory disease,Liver disease,"Diabetes, blood and endocrine disease",Digestive disease,Hepatitis,Cancers,Parkinson's disease,Fire,Malaria,Drowning,Homicide,HIV/AIDS,Drug disorder,Tuberculosis,Road incidents,Maternal deaths,Neonatal deaths,Alcohol disorder,Natural disasters,Diarrheal diseases,Heat-related deaths (hot or cold exposure),Nutritional deficiencies,Suicide,Execution,Meningitis (deaths),Lower respiratory infections (deaths),Intestinal infectious diseases (deaths),Protein-energy malnutrition (deaths),Conflict (deaths),Terrorism (deaths)
Croatia,HRV,1993,1491,27238,467,1379,1695,1701,920,4,11486,222,89,0,152,166,8,31,303,899,9,271,229,0,27,59,3,1242,,42.435704536556635,948.7529337776308,0.158938780843,0.6313306154248591,,
Croatia,HRV,1994,1507,27144,499,1419,1690,1767,926,5,11562,222,85,0,154,159,12,36,281,877,8,263,235,6,23,55,3,1229,,39.87767185233129,968.4993172950274,0.158440013041,0.6380867803203221,220,3
Croatia,HRV,1995,1537,27333,548,1466,1692,1850,934,5,11648,225,81,0,154,153,13,47,267,880,9,253,245,0,19,56,4,1197,,37.66519750398315,982.886055887581,0.157932211269,0.6537211107860368,1112,1
Croatia,HRV,1996,1568,27338,581,1493,1684,1902,943,5,11875,229,79,0,151,145,15,54,250,844,7,243,247,0,16,57,4,1179,,38.54126225750734,1038.7817078705198,0.156071310317,0.6547610798315586,157,0
Croatia,HRV,1997,1596,27331,600,1527,1680,1946,949,6,12095,234,75,0,148,139,17,59,233,822,8,225,248,0,16,56,5,1142,,40.01094036090804,1105.5578882031455,0.153849033547,0.7335527583876764,38,2
Croatia,HRV,1998,1626,27337,608,1556,1686,1929,950,6,12274,240,73,0,142,132,14,64,217,789,7,196,250,0,15,52,5,1119,,37.539440087651066,1113.694793378205,0.151652060208,0.6270674721423132,,
Croatia,HRV,1999,1644,27198,621,1618,1680,1899,956,5,12436,246,68,0,133,123,13,74,208,771,8,178,249,0,14,50,6,1086,,35.23270457467247,1134.4614401961135,0.149991347218,0.6651147700335854,,
Croatia,HRV,2000,1647,26804,614,1619,1647,1856,959,6,12631,251,67,0,126,113,13,79,189,751,6,169,247,0,15,46,6,1050,,32.647171965596364,1095.598533168724,0.148481095479,0.5962871808397722,3,3
Croatia,HRV,2001,1641,26478,602,1604,1615,1830,956,5,12497,255,64,0,120,104,9,86,175,733,5,158,243,0,14,44,5,1018,,31.243821343225004,1101.1326579251518,0.145741441727,0.5747895637686188,0,0
Croatia,HRV,2002,1634,25980,614,1602,1582,1865,961,5,12470,260,61,0,112,98,10,88,169,717,6,146,234,0,14,41,5,994,,25.97900113672179,1143.961995152916,0.143558730199,0.589176438172934,,
Croatia,HRV,2003,1695,26094,637,1669,1546,1940,981,5,12546,273,58,0,107,94,4,95,157,714,6,137,244,0,15,42,6,975,,24.88379332254556,1178.271189582104,0.142614271188,0.6452425417741575,,
Croatia,HRV,2004,1759,26131,654,1717,1533,1998,1004,6,12698,286,57,0,102,92,7,103,147,694,6,131,253,0,16,42,5,966,,24.817560631563225,1148.7457856015517,0.142096817235,0.6223320275133483,,
Croatia,HRV,2005,1823,26224,678,1761,1519,2082,1017,5,12871,298,57,0,101,88,6,106,134,677,6,123,261,0,17,42,5,952,,25.62582909781626,1108.666359870796,0.141745578484,0.5989403967139133,5,0
Croatia,HRV,2006,1887,26318,704,1781,1506,2146,1029,5,12990,309,56,0,100,86,10,107,128,664,6,118,270,0,17,40,5,933,,23.458650560319164,999.7228776650976,0.141631208158,0.5862299726436456,,
Croatia,HRV,2007,1954,26310,722,1824,1495,2209,1027,5,13070,320,67,0,102,83,4,110,114,643,7,116,280,0,17,38,5,912,,24.302975800121605,908.594623181741,0.141276956881,0.6274791599626082,,
Croatia,HRV,2008,2027,26292,724,1842,1465,2232,1042,4,13248,331,56,0,100,80,5,107,105,616,6,112,283,0,18,36,6,895,,24.893496318965543,792.2610678117966,0.140460718543,0.5941763456239835,0,0
Croatia,HRV,2009,2106,26287,734,1882,1436,2256,1054,4,13319,343,55,0,99,77,10,104,99,581,6,107,283,0,18,37,6,882,,24.467458828224082,660.452494095711,0.14025678942,0.5838348071593802,0,0
Croatia,HRV,2010,2190,26340,732,1898,1403,2267,1067,4,13432,354,53,0,100,74,12,103,89,544,5,101,280,0,20,37,5,868,,22.397084554375798,577.9836486282787,0.140086458038,0.5735681925740964,,
Croatia,HRV,2011,2267,26186,721,1915,1350,2236,1069,3,13560,362,54,0,96,71,8,99,81,518,5,96,272,0,21,35,5,844,,21.003023321062095,530.3082150795641,0.139635128309,0.5809637928428764,,
Croatia,HRV,2012,2348,26133,722,1927,1306,2229,1074,3,13608,370,52,0,93,69,9,96,75,489,4,91,269,0,22,34,6,835,,19.96976751182544,503.06797689857416,0.139960366255,0.6010176821036434,,
Croatia,HRV,2013,2426,26089,715,1936,1270,2215,1076,3,13642,378,50,0,91,66,7,93,69,464,4,87,263,0,23,32,5,818,,17.991924641134805,485.61055172783176,0.140395825551,0.5923051873976353,0,0
Croatia,HRV,2014,2505,26206,732,1945,1259,2242,1078,3,13659,385,50,0,87,64,7,95,64,445,3,83,262,0,25,30,5,814,,16.920994823246335,508.6331070854509,0.141079235841,0.6202850416229065,,
Croatia,HRV,2015,2584,26874,732,1963,1270,2263,1093,3,13607,392,50,0,86,63,6,96,65,444,3,78,260,0,23,30,5,817,,18.320125862554114,552.5388767033393,0.142164213973,0.6501839596846364,,
Croatia,HRV,2016,2690,27712,744,2008,1284,2306,1113,3,13696,402,50,0,86,63,6,97,65,442,3,74,260,0,23,30,5,825,,17.8377383024345,546.3960832565378,0.143817623324,0.6109905989298845,,
Croatia,HRV,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.326504046812065,562.0872598987902,,0.6117038755181732,,
Cuba,CUB,1990,3200,31561,1036,2046,1040,3626,1541,35,14892,252,290,0,527,867,69,16,79,2361,97,849,154,0,503,38,93,2177,,483.6682310063179,2927.2780468219166,0.912618249887,34.48858271373609,,
Cuba,CUB,1991,3346,32202,1045,2126,1089,3697,1593,39,15249,260,296,0,526,871,70,17,80,2356,91,726,170,0,532,38,99,2216,,410.10815279568635,3054.563172239552,0.911692266453,38.27607776495772,0,0
Cuba,CUB,1992,3491,32845,1055,2233,1134,3750,1643,43,15555,268,299,0,520,860,85,18,85,2350,86,638,186,0,562,39,104,2254,,359.88646604574114,3263.3686088644686,0.912302197024,41.06775284408731,0,3
Cuba,CUB,1993,3612,33397,1076,2353,1172,3770,1681,46,15761,275,303,0,512,857,128,18,91,2344,81,589,200,48,614,39,109,2265,,336.2634280135712,3504.5906047424314,0.91737011965,44.48394074672675,,
Cuba,CUB,1994,3726,33741,1099,2423,1192,3793,1679,48,16004,282,297,0,494,844,123,19,96,2349,89,560,211,12,632,39,112,2258,,323.5128909605645,3671.1949593351815,0.922665728828,47.73073393571698,46,3
Cuba,CUB,1995,3824,33621,1100,2483,1175,3770,1654,48,16152,287,290,0,471,828,136,19,96,2300,84,521,225,0,617,38,113,2235,,307.00114231677765,3731.1667367324267,0.921145827714,49.23092619331806,,
Cuba,CUB,1996,3926,33399,1106,2585,1172,3706,1653,48,16311,294,273,0,442,796,139,19,92,2223,79,498,241,0,579,37,112,2189,,276.57779214197086,3892.545498839553,0.926289186115,49.442611427331755,0,0
Cuba,CUB,1997,4033,33112,1117,2731,1153,3570,1678,45,16371,301,250,0,413,770,111,20,84,2125,82,489,259,81,527,35,103,2163,,257.0487362677364,4042.9603673123356,0.935810854069,47.80734280857863,0,1
Cuba,CUB,1998,4109,32746,1130,2846,1158,3420,1701,39,16586,306,229,0,394,747,102,19,72,1997,80,468,284,76,475,33,93,2116,,239.74767425658402,4199.004334906423,0.936061237892,45.4109030206064,,
Cuba,CUB,1999,4194,32389,1166,2935,1181,3316,1713,36,16897,312,206,0,370,701,132,22,67,1849,83,443,306,76,413,32,85,2047,,216.3302522987018,4386.078359440256,0.929407516663,44.005467146791865,,
Cuba,CUB,2000,4280,32047,1218,2966,1180,3272,1731,33,17283,319,181,0,357,678,140,24,59,1750,73,417,325,75,351,32,76,1961,,193.83881517948163,4480.789886636404,0.924987194153,40.43371566606264,,
Cuba,CUB,2001,4361,31713,1325,3051,1196,3266,1715,29,17577,327,151,0,349,663,135,32,53,1640,73,396,335,79,319,32,72,1871,,168.1731496940687,4741.864376519699,0.908185866725,36.39336808729823,,
Cuba,CUB,2002,4420,31442,1393,3068,1215,3297,1705,25,18066,334,135,0,345,656,106,36,50,1539,75,374,350,74,297,32,66,1808,,148.00946992010628,4531.422069368997,0.890430062605,33.42638930606618,,
Cuba,CUB,2003,4525,31543,1474,3197,1254,3409,1720,23,18550,345,124,0,332,648,92,38,50,1448,73,342,359,52,278,33,65,1750,,139.42055745321676,4691.04248628938,0.875096296449,33.73467768801482,,
Cuba,CUB,2004,4629,31760,1538,3301,1287,3526,1735,22,19072,356,118,0,326,643,126,41,48,1377,68,310,368,69,269,34,66,1710,,133.8518982901092,4850.191690363663,0.858430532972,34.981407789514385,,
Cuba,CUB,2005,4734,32038,1597,3371,1322,3634,1739,19,19579,368,112,0,322,626,134,42,45,1316,66,280,385,63,267,35,64,1670,,132.96102627863925,4914.957864952247,0.845006650028,34.74551805895289,,
Cuba,CUB,2006,4824,32073,1657,3408,1335,3747,1764,17,20102,375,108,0,316,618,137,42,44,1251,65,257,390,65,251,36,61,1644,,113.39057387176463,4615.147367974191,0.825013948248,32.932853214741066,,
Cuba,CUB,2007,4914,32136,1704,3492,1362,3844,1775,16,20560,383,102,0,312,606,175,44,42,1189,59,261,418,42,239,36,60,1629,,110.82468449038714,4539.512079187171,0.809056709337,33.427609730292325,0,1
Cuba,CUB,2008,5057,32466,1762,3543,1389,3953,1807,14,21001,394,104,0,307,610,193,46,42,1163,66,273,445,68,238,37,62,1633,,105.0222085125739,4609.854654522289,0.794426357428,35.06414508813566,,
Cuba,CUB,2009,5201,32781,1826,3613,1427,4082,1862,12,21485,405,105,0,307,614,204,47,41,1131,68,268,469,54,238,39,64,1651,,106.7925622580306,4604.3158887348845,0.781976780681,36.537222945334385,,
Cuba,CUB,2010,5345,33136,1892,3683,1471,4195,1905,12,21966,417,107,0,304,620,232,49,42,1109,66,264,477,58,247,40,64,1666,,110.23372599994427,4647.707638612298,0.770141056575,37.15268404945947,,
Cuba,CUB,2011,5475,33297,1932,3773,1499,4251,1944,12,22458,430,108,0,302,624,272,52,41,1089,64,257,490,41,253,40,66,1674,,102.7028668276922,4563.409935536738,0.760310974708,37.34772144318275,,
Cuba,CUB,2012,5603,33711,1998,3839,1561,4339,1982,12,23019,445,111,0,300,640,330,53,41,1083,58,242,516,50,259,42,66,1677,,101.73698479003309,4736.671944840388,0.752192103987,38.11877814799695,,
Cuba,CUB,2013,5742,34270,2050,3945,1611,4429,2021,11,23512,460,113,0,304,643,381,56,41,1074,57,235,543,58,269,42,66,1690,,100.80942991060155,4949.343350963308,0.747751933111,38.865402815925734,,
Cuba,CUB,2014,5875,34887,2098,4009,1664,4503,2060,12,24039,476,113,0,303,638,418,60,41,1071,54,222,556,48,270,43,68,1700,,99.96258806278236,5219.348699749137,0.744508669982,39.71517223674468,,
Cuba,CUB,2015,5984,35611,2111,4025,1694,4585,2094,12,24554,490,113,0,299,631,366,61,41,1051,50,203,563,0,265,42,69,1730,,104.1657971165978,5576.615947407214,0.741498821696,41.85999412259345,,
Cuba,CUB,2016,6149,36446,2141,4078,1731,4676,2133,12,25124,507,114,0,297,626,348,64,41,1022,47,188,573,0,264,42,71,1754,,100.51700866137135,5629.251764478478,0.741546049031,42.24449995710205,,
Cuba,CUB,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91877592191965,5678.313884324551,,42.417422743701934,,
Cyprus,CYP,1990,314,2660,178,364,84,706,130,2,887,26,16,0,28,18,1,10,10,157,2,71,5,0,15,9,5,40,,5.9888440751145655,137.3529123860241,0.0405519834262,2.315623593733686,0,0
Cyprus,CYP,1991,327,2722,184,373,86,724,133,3,907,27,16,0,29,18,1,10,10,162,2,70,6,0,16,9,5,41,,5.84784510983061,140.79011079607062,0.0404016087649,2.36766245513834,0,0
Cyprus,CYP,1992,339,2702,184,370,86,723,133,3,913,29,16,0,29,18,2,10,10,161,2,67,6,0,16,10,5,41,,5.556259605591245,143.40107437497556,0.039693020996,2.446632075154344,0,0
Cyprus,CYP,1993,352,2692,184,370,87,722,133,3,925,30,16,0,28,18,2,11,9,164,2,60,6,0,16,10,5,42,,5.275540463667208,144.52199824174343,0.0384590545701,2.4696602221778647,,
Cyprus,CYP,1994,368,2784,191,380,91,750,138,3,958,31,16,0,29,19,2,11,9,171,2,54,6,0,17,9,5,44,,5.058696702589133,146.37798195617142,0.0388698724679,2.5168439266525637,0,2
Cyprus,CYP,1995,382,2764,191,378,91,749,138,3,966,33,16,0,29,19,2,11,9,170,2,50,6,0,17,10,6,43,,4.919345244981374,149.2724093239219,0.0380215108801,2.574874275604926,0,0
Cyprus,CYP,1996,390,2686,187,369,89,734,135,3,960,34,16,0,28,19,3,11,9,169,2,46,6,0,17,10,5,43,,4.855666387042762,155.10353654844968,0.0365281386325,2.6589614440745035,0,3
Cyprus,CYP,1997,398,2683,187,367,90,741,135,3,970,34,16,0,28,19,3,12,8,171,2,41,6,0,17,10,5,44,,4.8091071994509615,164.125607349799,0.0363134566321,2.8262963374134147,,
Cyprus,CYP,1998,404,2683,188,366,91,748,135,3,976,35,16,0,28,19,3,12,8,172,2,37,6,0,18,10,6,45,,4.646659973968387,169.23099883118496,0.0359331828406,2.920526640801948,0,0
Cyprus,CYP,1999,411,2650,188,363,90,747,135,3,994,36,16,0,28,19,3,12,8,168,2,33,6,0,18,10,6,44,,4.444521159558265,172.3067611605686,0.0353973097496,3.057462846636001,0,0
Cyprus,CYP,2000,417,2636,190,362,90,752,134,3,1024,37,15,0,28,19,3,12,7,166,2,31,6,0,18,10,5,45,,4.30796029251055,174.62198061412917,0.0353684240922,3.187520330760005,0,0
Cyprus,CYP,2001,425,2571,189,358,88,742,132,2,1052,38,15,0,27,19,3,12,7,160,2,28,6,0,18,10,5,44,,3.973040969209932,173.2912015934431,0.034556921324,3.2647986048593376,0,0
Cyprus,CYP,2002,433,2554,190,360,88,748,132,2,1096,39,15,0,27,19,3,12,7,156,2,26,6,0,19,9,5,44,,3.8189994009840857,173.5592846451438,0.0342818087086,3.3635060231553973,,
Cyprus,CYP,2003,438,2511,189,356,87,747,131,2,1135,39,15,0,27,19,3,13,6,152,2,25,6,0,19,9,5,44,,3.651360897003429,173.4809422455872,0.0338550990639,3.446955794323609,,
Cyprus,CYP,2004,444,2491,190,356,87,751,130,2,1188,40,14,0,26,19,3,13,6,151,1,24,6,1,19,9,5,44,,3.4958228138017,172.0836828457697,0.0335179028481,3.487692680696681,0,0
Cyprus,CYP,2005,450,2465,191,356,86,750,129,2,1230,40,14,0,26,18,3,13,6,148,1,24,6,0,19,9,6,44,,3.324800133202454,166.77139494313974,0.033570730149,3.630011460330307,,
Cyprus,CYP,2006,463,2400,190,349,84,735,127,2,1244,42,14,0,25,18,3,13,6,137,1,22,6,2,20,9,6,44,,3.021542443054805,162.88702562497377,0.0329271733448,3.798622530588849,,
Cyprus,CYP,2007,478,2399,194,356,84,741,127,2,1290,43,14,0,25,18,4,14,5,135,1,21,6,0,20,9,5,45,,2.8222000208911866,159.70833154877766,0.0330780230735,3.9215263933462263,0,0
Cyprus,CYP,2008,497,2388,199,360,84,749,128,2,1343,45,14,0,25,18,4,14,5,129,1,21,6,0,21,9,6,46,,2.6169385341673763,154.5321606296528,0.0331683647162,4.013562649071579,,
Cyprus,CYP,2009,514,2372,203,365,84,755,129,2,1390,46,14,0,24,18,4,15,5,125,1,21,6,1,22,9,6,47,,2.571411450065827,151.9635148486429,0.0333437125643,4.070830107534645,,
Cyprus,CYP,2010,531,2359,209,369,84,765,131,2,1432,48,14,0,24,18,4,15,5,119,1,19,6,0,23,9,6,47,,2.4535958032978495,148.8050730024377,0.0334993853637,4.1349416004975375,,
Cyprus,CYP,2011,552,2334,213,370,83,767,132,2,1458,50,13,0,23,17,4,15,4,113,1,18,6,0,23,9,6,46,,2.36997023503734,147.5530831562694,0.0335406760409,4.270900607931287,,
Cyprus,CYP,2012,569,2297,216,372,82,761,131,2,1463,51,13,0,23,17,4,15,4,107,1,17,6,0,24,8,6,46,,2.2931537648215374,148.1234739872528,0.033508333566,4.500438396099761,0,0
Cyprus,CYP,2013,590,2339,224,384,84,779,135,2,1493,52,13,0,23,17,4,16,4,106,1,14,6,0,25,9,6,48,,2.2754475105840073,151.44865940948617,0.0337660639006,4.746857995726361,0,0
Cyprus,CYP,2014,616,2436,236,399,87,817,141,2,1536,54,14,0,23,17,4,16,4,108,1,14,6,0,26,9,7,49,,2.2877906385688536,157.27074634257113,0.0351335192195,4.97959948183206,0,0
Cyprus,CYP,2015,640,2515,243,408,89,843,145,2,1559,56,14,0,23,18,5,17,4,111,1,15,6,0,27,9,7,50,,2.3574536030637123,163.60402445259714,0.0361169317727,5.260406760757443,0,0
Cyprus,CYP,2016,670,2607,252,421,91,872,150,2,1590,58,14,0,24,18,4,17,4,113,1,15,6,0,28,9,7,51,,2.382099422463436,169.97992069490493,0.0374249114956,5.393193831519982,0,0
Cyprus,CYP,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.428912593675399,177.39079162268598,,5.589517356549746,,
Czech Republic,CZE,1990,3091,70470,1153,3105,2173,4225,2473,30,26682,512,153,0,314,245,9,42,190,1563,21,696,249,0,30,103,19,2207,,105.1922995127833,2073.4569555270746,0.332392770366,6.858062326902534,,
Czech Republic,CZE,1991,3111,68822,1142,2907,2163,3979,2402,28,26811,512,148,0,316,250,7,46,177,1622,22,658,240,0,27,108,18,2189,,106.53652896134983,2059.3903125006905,0.328773456022,6.255484286156884,,
Czech Republic,CZE,1992,3139,66920,1105,2730,2120,3705,2336,24,26788,513,142,0,320,253,10,51,161,1665,20,594,231,0,26,105,18,2154,,96.64472707945525,2058.3287893590714,0.324567390388,6.222432374332179,,
Czech Republic,CZE,1993,3176,65606,1085,2566,2076,3486,2278,21,26890,515,135,0,319,253,12,64,143,1673,18,516,220,0,24,105,16,2105,,93.77643259326145,2047.1205099208994,0.319467761372,5.395014700845954,,
Czech Republic,CZE,1994,3222,64516,1089,2386,2056,3277,2250,20,27017,521,131,0,327,251,14,98,130,1684,14,445,209,0,22,100,16,2041,,101.80389678946746,2146.9889180283367,0.316341264675,5.627909737539524,0,0
Czech Republic,CZE,1995,3279,63429,1098,2219,2061,3043,2175,16,27100,528,131,0,320,238,10,118,117,1668,11,383,203,0,18,101,15,1962,,89.2437830995877,2319.856466136571,0.312120007188,5.441912018062642,0,1
Czech Republic,CZE,1996,3304,61636,1108,2092,2064,2921,2111,14,27167,532,128,0,304,228,12,134,112,1626,11,325,204,0,16,105,13,1886,,84.28341704035365,2303.2119144200146,0.30772619774,4.630838420608627,0,2
Czech Republic,CZE,1997,3335,59967,1082,2045,2074,2842,2051,12,27121,537,125,0,298,222,10,147,107,1607,9,305,209,25,17,103,13,1853,,82.98715966583353,2289.0768067486006,0.3052729972,5.056643467057731,0,1
Czech Republic,CZE,1998,3378,58737,1098,2090,2119,2884,2035,12,27287,543,121,0,283,213,10,155,109,1562,10,265,219,0,15,100,12,1816,,77.37652196936858,2187.480496823547,0.303090650642,4.914233803448962,,
Czech Republic,CZE,1999,3447,58065,1111,2159,2145,2871,2059,12,27453,553,115,0,276,207,15,162,106,1557,10,234,227,0,14,102,12,1800,,75.11620626278125,2227.1510855504043,0.301984094386,4.8917412479593185,,
Czech Republic,CZE,2000,3524,56988,1120,2228,2169,2904,2087,11,27582,567,114,0,269,202,7,161,102,1527,9,220,251,0,15,105,14,1794,,79.08921312232643,2276.468189455875,0.301241751381,5.786257058935964,,
Czech Republic,CZE,2001,3595,56277,1132,2275,2217,2926,2121,11,27725,583,113,0,264,197,9,165,94,1495,9,212,270,0,17,109,14,1783,,69.18087379313765,2273.3506681089843,0.301080093954,5.746033245855883,0,0
Czech Republic,CZE,2002,3662,55936,1164,2339,2276,3023,2146,10,28069,600,115,0,265,194,7,161,89,1479,8,218,294,0,18,113,15,1775,,67.36778717397678,2321.1507195148215,0.30247342618,6.438405884475368,,
Czech Republic,CZE,2003,3709,55175,1183,2421,2319,3126,2159,10,28235,614,116,0,255,190,7,161,84,1432,8,210,317,0,20,118,16,1779,,67.16082516049566,2456.5405000038445,0.303492405595,7.200490506602737,0,0
Czech Republic,CZE,2004,3792,54257,1207,2483,2338,3222,2183,11,28277,630,117,0,246,187,7,159,80,1373,9,204,338,0,24,123,19,1760,,64.44635086579336,2457.349788065831,0.305077781775,8.610987311302416,,
Czech Republic,CZE,2005,3899,53409,1231,2614,2364,3351,2206,12,28160,648,118,0,245,182,10,159,76,1315,8,195,358,0,30,126,23,1735,,61.86872815865254,2598.1694352992736,0.307137429698,10.1627137554479,,
Czech Republic,CZE,2006,4003,52440,1225,2665,2379,3467,2218,13,28119,667,121,0,240,179,9,155,72,1254,10,196,363,0,39,129,27,1704,,59.97975034545735,2636.990624288562,0.312455122161,12.28239805603339,,
Czech Republic,CZE,2007,4111,51708,1195,2756,2393,3611,2220,14,28073,686,123,0,235,175,13,155,69,1232,8,196,369,0,55,129,37,1690,,57.55421523503824,2694.16364127494,0.318811487972,16.839751379313487,,
Czech Republic,CZE,2008,4225,51270,1174,2855,2399,3680,2229,16,28122,706,125,0,230,169,12,158,65,1180,9,187,375,0,72,133,46,1687,,55.87574843163376,2795.90063252631,0.32538538829,21.251304870693644,0,0
Czech Republic,CZE,2009,4367,51890,1187,3007,2407,3823,2263,16,28373,727,122,0,227,165,21,162,62,1113,9,180,377,11,93,138,54,1704,,54.5260685863476,2877.9067257048337,0.333795175944,25.487903183321148,0,0
Czech Republic,CZE,2010,4527,51821,1195,3106,2394,3967,2268,18,28454,747,127,0,226,161,18,165,58,1060,8,168,372,0,122,143,64,1707,,51.95584999286369,2900.5813648665708,0.340310395942,30.889234407777757,,
Czech Republic,CZE,2011,4695,51579,1191,3262,2349,4127,2274,24,28278,767,132,0,217,156,19,169,58,1014,7,155,367,0,158,138,78,1701,,49.932218970543,2893.0727782608087,0.342256680486,38.291896846455884,0,0
Czech Republic,CZE,2012,4861,51584,1207,3387,2306,4295,2284,25,28222,788,134,0,209,151,20,175,54,973,8,146,364,0,187,137,92,1689,,47.560926316797506,2945.8910546870343,0.344788055971,46.21126121671263,,
Czech Republic,CZE,2013,5008,51217,1216,3529,2265,4537,2297,18,28075,807,136,0,203,146,17,184,56,937,6,140,354,0,203,133,104,1654,,45.06739040748641,2994.338800808493,0.346018921905,53.3413565206627,0,1
Czech Republic,CZE,2014,5167,50593,1223,3541,2210,4635,2300,17,27853,828,139,0,194,140,27,184,53,908,7,139,345,0,216,128,112,1610,,43.69395588918159,3014.0292571854907,0.347498984419,58.47725178494124,0,1
Czech Republic,CZE,2015,5325,50277,1228,3558,2161,4681,2310,16,27587,847,138,0,190,136,22,188,53,880,6,136,339,0,220,126,118,1563,,43.51755174131743,3171.09238869063,0.350069710979,65.91859605737571,0,0
Czech Republic,CZE,2016,5474,51307,1228,3463,2147,4610,2343,16,27867,866,132,0,186,135,21,186,51,864,6,126,335,0,197,122,106,1560,,43.77208407722876,3232.756125816194,0.353791095211,67.34483054867565,0,0
Czech Republic,CZE,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.32193615640652,3222.480544319453,,60.53026530571112,,0
Czechoslovakia,OWID_CZS,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Czechoslovakia,OWID_CZS,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Czechoslovakia,OWID_CZS,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Democratic Republic of Congo,COD,1990,2678,40562,1659,7089,4988,7873,7853,1074,15925,108,1813,76631,4843,1338,16283,268,38803,8777,6766,40124,421,0,31020,325,23292,1936,,9414.00234011444,52953.7406708593,833.919477417,15196.554560443445,,
Democratic Republic of Congo,COD,1991,2784,42069,1724,7342,5210,8212,8186,1129,16548,113,1867,79957,5005,1411,18616,283,40656,9146,7086,41447,437,0,32260,340,24137,2036,,9657.566599187285,54120.54533019897,856.152931305,15514.36125568024,,
Democratic Republic of Congo,COD,1992,2887,43384,1772,7543,5392,8464,8445,1167,17070,117,1895,81717,5066,1457,21076,293,42279,9346,7246,42485,449,0,32958,350,24613,2102,,9847.091385213325,55149.49005987239,862.415997976,15953.62329486,,
Democratic Republic of Congo,COD,1993,2990,44147,1791,7670,5464,8592,8605,1178,17392,122,1909,84184,5064,1465,23559,298,43312,9324,7351,43701,450,0,34211,356,25111,2124,,10038.906050649242,56326.14015992425,873.758183981,16490.48222301876,,
Democratic Republic of Congo,COD,1994,3100,46068,1855,7964,5683,8915,8936,1223,17956,126,1951,86134,5138,1502,26191,304,45614,9493,7291,45076,461,0,39705,369,25940,2202,,10220.926265592001,57574.18642273521,899.470125101,17029.24176747473,,
Democratic Republic of Congo,COD,1995,3229,48229,1941,8310,5980,9329,9360,1290,18737,132,2004,90136,5303,1589,28782,321,48007,9881,7541,46297,481,0,36805,387,26793,2330,,10448.272747623958,58702.51811715348,895.567618291,17560.15783589503,,
Democratic Republic of Congo,COD,1996,3348,52331,2084,8911,6444,9986,9976,1370,19861,136,2079,93265,5415,1687,31263,337,52795,10349,8139,47612,507,0,38626,410,27841,2478,,10629.832534894473,59924.43225813123,908.659699632,17877.135858418398,,
Democratic Republic of Congo,COD,1997,3392,50186,1998,8658,6224,9747,9827,1363,19299,138,2080,95533,5524,1660,33312,331,52432,10184,7393,48943,489,0,39037,412,28478,2425,,10974.024298562033,61232.40210477394,918.263207619,18486.451767011702,14087,8
Democratic Republic of Congo,COD,1998,3482,51726,2050,8912,6425,10045,10143,1408,19805,141,2114,98983,5592,1723,35339,341,55016,10415,7497,50282,497,0,42591,426,29206,2511,,11349.442345140886,62792.07447054248,924.488421068,19144.574456626364,8141,67
Democratic Republic of Congo,COD,1999,3562,52112,2069,9029,6527,10199,10361,1439,20020,144,2131,100683,5618,1787,37171,329,57346,10557,7588,51468,483,0,41087,438,29359,2585,,11764.652867143957,63704.11573253068,942.815771471,19530.583302049257,7367,7
Democratic Republic of Congo,COD,2000,3629,53690,2128,9305,6706,10501,10706,1481,20447,147,2299,101788,5710,1855,38992,319,62358,10829,7982,52653,474,0,42545,454,29900,2669,,12475.826490722779,65486.52127990259,946.316882587,20176.073459778134,2752,40
Democratic Republic of Congo,COD,2001,3764,56177,2214,9756,6982,10917,11121,1510,21230,152,2220,105683,5790,1918,40570,316,63841,10966,8495,53765,473,64,43379,467,30270,2760,,12070.219924048386,66318.14553217172,963.963660253,19783.536656007072,1245,15
Democratic Republic of Congo,COD,2002,3868,56630,2224,9896,7027,11004,11260,1498,21508,157,2223,106534,5840,1938,41826,311,64454,10924,8745,54790,463,249,45764,469,29979,2783,,12778.712470594828,65885.4589535886,986.292752719,18959.702946234764,8327,16
Democratic Republic of Congo,COD,2003,4030,59588,2343,10407,7437,11579,11821,1568,22480,163,2284,110343,5984,2059,43098,318,67465,11457,9488,55786,477,0,46808,492,30395,2965,,14115.610722084268,66300.81666987498,1026.3386968,18508.83195834857,3713,154
Democratic Republic of Congo,COD,2004,4172,59816,2339,10488,7435,11576,11863,1533,22702,169,2260,109512,5864,2034,43649,314,66704,11238,10317,56384,467,0,46305,487,29903,2962,,13375.527153146408,65434.62781112387,1002.11143351,17723.790016331972,764,22
