Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Croatia,HRV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,98.4372507675033,98.4444315250172,98.5552794549715,98.6653937515693,98.7536459873317,98.8410105127556,98.927476348029,99.0130489223787,99.0977170948137,99.1814948642039,99.2643794283162,99.3463603564452,99.4275271755034,99.5077556050098,99.586911700547,99.5868400924629,99.5867545553663,99.5866665552939
Croatia,HRV,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,33.1,..,..,..,..,34.3,..,..,..,..,35.3,35.6,35.7,36.1,36.4,36.7,37,..
Cuba,CUB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,23.792351637822,..,..,..,..,24.2596517372967,..,..,..,..,24.1373678979693,..,..,..,..,24.0099193558136,..,..,..,..,23.9332977278498,24.7873196315851,23.239787139786,22.8507432819569,21.2962343289296,20.8640995675413,19.7378413521182,19.7060474004201
Cuba,CUB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.1,..,..,..,..,..,6.1,..
Cuba,CUB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.15329,85.16416,85.17504,85.1858,85.1844957759358,85.1886358062414,85.1926570114297,85.1982075208693
Cuba,CUB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,92.9927216576351,93.1648221045888,93.3336806950664,93.4893652391302,93.6331782237397,93.7815961784433,93.9288823512329,94.0750416818598,94.2200613726968,94.36384276211,94.5065026876464,94.6480270727146,94.7884427320479,94.9238055966596,95.0577113211433,95.1913358641475,95.3245233850077,95.3275823079684
Cuba,CUB,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,45.7,..,..,..,..,41.6,..,..,..,..,38.4,37.7,37.2,36.5,36.1,35.9,35.2,..
Curacao,CUW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,98.6852087388099,98.7477120548644,98.8102153709188,98.8727186869733,98.9352220030277,98.9977253190822,99.0602286351366,99.1227319511911,99.1852352672455,99.2477385833,99.3102418993544,99.3727452154089,99.4352485314633,99.4977518475178,99.4977518475178,99.4977518475178,99.4977518475178,99.4977518475178
Curacao,CUW,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.9065766023037,..,..,..,..,20.517221800891,..,..,..,..,20.184993974631,..,..,..,..,19.7180449032934,..,..,..,..,20.0818659942818,20.0909639911253,19.2248432088374,18.6845457352246,18.2935273677138,19.1013476314892,16.9580216019328,17.2944061994662
Cyprus,CYP,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3,..,..,..,..,..,10.8,..
Cyprus,CYP,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,95.3788202993999,95.3788754213877,95.3788382755959,95.3560081179535,95.8174478926976,96.2754420288447,96.7305558742389,97.1854170841532,97.6400347721304,98.0944077881038,98.5485360358235,99.0024215231566,99.4560665033291,99.6722769588803,99.6426756402145,99.6130676542475,99.6131993649831,99.6132861489321
Cyprus,CYP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,99.9850270634253,99.985084847464,99.9850459077604,99.9611131947893,99.9372759405215,99.9101026601001,99.8802271760491,99.8503895500759,99.820598536717,99.7908522768096,99.7611500144474,99.7314931280931,99.7018832153946,99.6722769588803,99.6426756402145,99.6130676542475,99.6131993649831,99.6132861489321
Cyprus,CYP,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,42.4,..,..,..,..,40.3,..,..,..,..,38.3,38,37.5,37.3,36.9,36.7,36.4,..
Czech Republic,CZE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,24.4036181858368,..,..,..,..,22.1213318691699,..,..,..,..,20.4367067354614,..,..,..,..,19.9465925769154,..,..,..,..,20.6768704738304,20.0812466454923,18.7431760787781,17.996286996353,17.3912154857519,17.4164516917418,16.1005837025673,16.0712453523646
Czech Republic,CZE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,..,14.4,..
Czech Republic,CZE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,96.3218599810478,96.3179183184895,96.4358254770521,96.554069927859,96.6726827409731,96.7916664082763,96.9110188418797,97.0307243200565,97.1508264617382,97.2712801843348,97.3921259860639,97.5133377700554,97.6355782410989,97.7582259632299,97.8804463863185,97.8807221781346,97.8809979956058,97.8813119507766
Czech Republic,CZE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,99.8061246314669,99.8058245884064,99.8113907218849,99.8169759943234,99.8225783286167,99.8282001020188,99.833838949494,99.8394977807541,99.845180364907,99.8508761578507,99.8565954205718,99.8623374584339,99.8681874376485,99.8741097371421,99.8800158936413,99.8800926861293,99.8801694878577,99.8802587968555
Czech Republic,CZE,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,34.1,..,..,..,..,34.3,..,..,..,..,34.3,34.2,34.3,34.3,34.2,34.3,34.3,..
Denmark,DNK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,13.2549303861478,..,..,..,..,12.6675474687608,..,..,..,..,12.4169394174272,..,..,..,..,12.0784280072651,..,..,..,..,11.9291481716307,12.6623313832271,11.1155250054339,10.8202788440922,11.0667045307585,10.6572856560768,10.0959719641464,10.0296534385694
Denmark,DNK,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.9,..,..,..,..,..,10.4,..
Denmark,DNK,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,93.8333918768554,93.8333865290701,93.8333876067485,93.8333939940371,94.1447701149426,94.4561526153257,94.767526610787,95.0789069850627,95.3902884153212,95.7016677236146,96.0130491419092,96.324421075062,96.6358014439647,96.7397911423441,96.7384920367741,96.7372108780461,96.7359369825465,96.7346719357738
Denmark,DNK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,100.000001142725,99.9999954434901,99.9999965919922,100.000003399045,100,100.000003377269,99.9999977578341,99.9999988841748,100.000001110175,100.000001104419,100.000003296321,99.9999956269716,99.9999967364719,100.000003247808,100.000002155229,99.9999967812394,99.9999989314331,99.9999989354737
Denmark,DNK,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,38.3,..,..,..,..,30.7,..,..,..,..,24.7,23.6,22.5,21.7,20.7,19.9,19.1,..
Djibouti,DJI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,40.8771655864443,..,..,..,..,41.2240135446531,..,..,..,..,40.9801085585051,..,..,..,..,39.1729406755983,..,..,..,..,38.2408692688594,40.4418354600315,39.9428207904797,40.103773025949,41.2597275378737,45.9508085109314,45.8688751305626,45.5496175977411
Djibouti,DJI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,..,..,..,..,0.5,..
Djibouti,DJI,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,75.5611375758196,75.5539539825454,75.5472781299855,75.5411314025214,75.5354971020049,75.5300781413039,75.5254714181887,75.521386791762,75.5178217753626,75.5144469030631,75.5148657302947,75.5192512238929,75.5274241403451,75.53988504304,75.5561018677473,75.5772729607986,75.6025127502438,75.6323076781448
Djibouti,DJI,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,17.6,..,..,..,..,16,..,..,..,..,14.5,14.3,14,13.7,13.6,13.3,13.1,..
Dominica,DMA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,23.3414291146345,..,..,..,..,22.8656501699093,..,..,..,..,22.9554165023243,..,..,..,..,23.5628359694142,..,..,..,..,23.7407461881154,24.2761229836168,22.2157992533518,22.1510682746978,21.0103074675552,20.6887886262143,19.9881483485513,19.4931537608634
Dominica,DMA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5,..,..,..,..,..,8.2,..
Dominica,DMA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,93.475,93.75,94.025,94.3000000000001,94.575,94.85,95.125,95.4,95.675,95.95,96.225,96.5,96.5,96.5,96.5,96.5,..,..
Dominica,DMA,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.4440736558284,..,..,..,..,15.7391400637301,..,..,..,..,16.4531496034784,..,..,..,..,16.5854453705487,..,..,..,..,16.8744654587147,17.2997798585331,16.1528399096455,15.3969506332624,14.1880736961777,14.8582207607442,13.6902277245854,13.726321150433
Dominican Republic,DOM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.7,..,..,..,..,..,6.9,..
Dominican Republic,DOM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.10278,54.29745,54.48104,54.65354,54.7507956560636,54.89899315916,55.0428854201177,55.1819809572288
Dominican Republic,DOM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,89.8232350770937,90.2724538864177,90.7129438650598,91.2108519987756,91.7204081691444,92.2112731991416,92.6843903669949,93.1397087335704,93.5776376994151,93.9976132125979,94.4009749891073,94.7766536510603,95.1307670712384,95.4718103089922,95.8003702932404,96.1169157134101,96.5763681047312,96.6902247501612
Dominican Republic,DOM,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,18.7,..,..,..,..,16.8,..,..,..,..,15.2,14.9,14.6,14.4,14.1,13.9,13.7,..
Early-demographic dividend,EAR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,56.550421901446,..,..,..,..,57.2675228989683,..,..,..,..,58.1534630639024,..,..,..,..,61.3259425705184,..,..,..,..,64.2843129926375,64.8510899092225,60.3749662534597,61.3951736814767,59.9959687717832,60.6144406698411,59.8701803139645,60.3592904453642
Early-demographic dividend,EAR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.57150286044725,..,..,..,..,..,4.07342428990028,..
Early-demographic dividend,EAR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.2617035573233,59.3747853536529,59.4974599501825,59.4864040602994
Early-demographic dividend,EAR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,79.9622524274062,80.4806828501428,81.1593442684877,81.8482422623196,82.5330733668593,83.2098235744849,83.8763887554568,84.5392619705483,85.1987793736015,85.8415546500502,86.4797362097176,87.1120438586035,87.7384738976106,88.3585688908074,88.9755538901801,89.5721250372516,90.1301808033208,90.5603942325628
Early-demographic dividend,EAR,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,23.904659259315,..,..,..,..,21.039670129993,..,..,..,..,18.9298450461578,18.5115662019912,18.2034199171082,17.8665459576694,17.551333993729,17.2855901685778,17.0260539331026,..
East Asia & Pacific,EAS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,44.9153130011117,..,..,..,..,45.4444800959289,..,..,..,..,46.5854566275806,..,..,..,..,50.1450312713426,..,..,..,..,51.9120111980309,52.4169327143941,48.0567283492211,48.827170516475,44.8495270209021,44.218931878494,39.5205421761667,39.7499575389656
East Asia & Pacific,EAS,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.28052259182785,..,..,..,..,..,6.55081860545038,..
East Asia & Pacific,EAS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,81.199561942847,81.6390620744297,82.8426880769857,83.6527827130051,84.4459120886625,85.2222261729142,85.9686116825051,86.6965155806666,87.4094058462822,88.1026871906799,88.7774551280174,89.4249084013381,90.0521252765494,90.6620941249431,91.2747948555158,91.8331099297442,92.3504658616865,92.8624268340518
East Asia & Pacific,EAS,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,30.5331801249704,..,..,..,..,28.8521286323298,..,..,..,..,27.5670637131782,27.2002720823983,27.1421009733415,26.8796107203329,26.6452062112326,26.4069108887332,26.2329350192921,..
East Asia & Pacific (excluding high income),EAP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,48.4134208604526,..,..,..,..,48.8810757336952,..,..,..,..,50.0308624169398,..,..,..,..,53.903146147178,..,..,..,..,55.8449761978406,56.3846618594111,51.640486582123,52.4407472662836,48.1206417568419,47.3730971742144,42.2995065865444,42.5394679440716
East Asia & Pacific (excluding high income),EAP,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.05293394942657,..,..,..,..,..,6.30947381148546,..
East Asia & Pacific (excluding high income),EAP,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,79.6364277738108,80.1215277720462,81.0339053906634,81.9436244441417,82.8340961341268,83.7025476286581,84.5343268297125,85.3422128155168,86.1303749773196,86.8981219428432,87.6453469782502,88.3625395413977,89.0565734043334,89.7314412224153,90.4084929011894,91.0250411908509,91.5960500179156,92.1610164782017
East Asia & Pacific (excluding high income),EAP,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,30.3535324231244,..,..,..,..,28.9331116911513,..,..,..,..,27.8573282733738,27.5194075208372,27.5055413816978,27.2708842935858,27.0644319052013,26.8564587476757,26.7134317654002,..
East Asia & Pacific (IDA & IBRD countries),TEA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,48.5420317177057,..,..,..,..,49.0178729417123,..,..,..,..,50.1837255383219,..,..,..,..,54.0935409952946,..,..,..,..,56.054830955492,56.6065490983756,51.8333571390318,52.6341527699137,48.28311393846,47.4986754280005,42.4318904478794,42.6714052908125
East Asia & Pacific (IDA & IBRD countries),TEA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.08105585332283,..,..,..,..,..,6.33956350346432,..
East Asia & Pacific (IDA & IBRD countries),TEA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,79.3843782615138,79.8758124569016,80.7999700429908,81.7212702272311,82.6239546111666,83.5084685229125,84.355920780756,85.1791923236047,85.9824818990235,86.765003439573,87.5266239024138,88.2577294428972,88.9652989438882,89.6533782307671,90.3435921117394,90.9724613102733,91.5551386186387,92.1316038514641
East Asia & Pacific (IDA & IBRD countries),TEA,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,30.3535324231244,..,..,..,..,28.9331116911513,..,..,..,..,27.8573282733738,27.5194075208372,27.5055413816978,27.2708842935858,27.0644319052013,26.8564587476757,26.7134317654002,..
Ecuador,ECU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.4244336396899,..,..,..,..,18.485009249894,..,..,..,..,18.7002650125971,..,..,..,..,19.9146689169184,..,..,..,..,19.9791881235595,19.3219949957209,19.5577104818053,18.1186093049907,16.2341875136812,15.6997076125771,14.9815780055032,14.8861006610676
Ecuador,ECU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.8,..,..,..,..,..,4.4,..
Ecuador,ECU,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.06305,85.09403,80.6011635088717,80.6124215654985,80.6236026252902,80.6347784463545
Ecuador,ECU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,66.2277773043838,66.8520654781407,67.4260872775396,67.966524398335,68.5069070050769,69.0469655174243,69.5867032116594,70.1266564806711,70.6662932135282,71.2055968705821,71.7448554108345,72.274681086333,72.7978481534086,73.3209818663889,73.8438026303727,74.3668655599261,74.8514112329373,75.0680124163761
Ecuador,ECU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,82.3679201893029,83.0849088539589,83.8222964056218,84.5357384648421,85.2494390319846,85.9632071644351,86.6770460856032,87.3913163939433,88.105656147694,88.8200443201341,89.5346806742831,90.2433154029354,90.9479421824281,91.6529985119226,92.3582986543424,93.0537796797995,93.6820477408394,93.9945365448314
Ecuador,ECU,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,13.9,..,..,..,..,11.2,..,..,..,..,9,8.7,8.4,8,7.7,7.4,7.1,..
"Egypt, Arab Rep.",EGY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,75.4752657772229,..,..,..,..,72.3383602430186,..,..,..,..,73.2643195363621,..,..,..,..,74.0384410363318,..,..,..,..,77.4466188482818,70.7863563763293,72.7905686134078,76.2136535433823,76.5596012593709,88.213387649317,88.1485004041084,86.9994520503272
"Egypt, Arab Rep.",EGY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,..,..,..,..,..,0.4,..
"Egypt, Arab Rep.",EGY,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,66.04586,67.54782,69.04805,70.54655,72.04331,73.53833,75.03162,76.51413,77.9914,79.46962,80.94838,82.42805,83.91108,85.3963,86.8621400205247,88.3441965870926,89.8283411933547,89.8269694459489
"Egypt, Arab Rep.",EGY,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,97.8709460811812,97.9445238131802,98.0180226288276,98.0914502573589,98.1648014548049,98.2380838518841,98.3112895943588,98.3836424503421,98.4555769822342,98.5276149120019,98.5997219357227,98.6719299299545,98.7437715068946,98.8157949673543,98.8879758353043,98.9603270743409,99.0328567825418,99.1057304582077
"Egypt, Arab Rep.",EGY,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,17.6,..,..,..,..,19.3,..,..,..,..,21.8,22.2,22.6,23.3,24,24.6,25.2,..
El Salvador,SLV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,31.1262139570985,..,..,..,..,31.8195901531707,..,..,..,..,31.8525956008487,..,..,..,..,31.9728668202769,..,..,..,..,30.4619413548253,33.6282651306406,30.9339743457478,30.7598815703268,27.5025908405296,26.4747309242301,24.7364861051311,24.4722922946922
El Salvador,SLV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3,..,..,..,..,..,3.8,..
El Salvador,SLV,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.22055,90.2515,90.28201,90.31198,90.5022573366091,90.5529744207461,90.6021621258625,90.6496848510482
El Salvador,SLV,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,77.785909238446,77.9945093288928,79.3075491238493,80.6154644706274,81.9184639812898,83.2147839120438,84.504963775035,85.8018466620665,87.1683053950386,88.5099881136546,89.8270536912979,91.1193321659356,92.3860985868872,93.6268378555596,94.8416789907244,96.0303446016307,97.0638562514843,97.3883749714943
El Salvador,SLV,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,..,..,..,..,..,..,..,..,..,..,16,..,..,..,..,13.5,..,..,..,..,11.6,11.3,11,10.7,10.3,10.1,9.9,..
